5000
0	0.000000
1	0.000400
2	0.000800
3	0.001200
4	0.001600
5	0.002000
6	0.002400
7	0.002800
8	0.003200
9	0.003600
10	0.004000
11	0.004400
12	0.004800
13	0.005200
14	0.005600
15	0.006000
16	0.006400
17	0.006800
18	0.007200
19	0.007600
20	0.008000
21	0.008400
22	0.008800
23	0.009200
24	0.009600
25	0.010000
26	0.010400
27	0.010800
28	0.011200
29	0.011600
30	0.012000
31	0.012400
32	0.012800
33	0.013200
34	0.013600
35	0.014000
36	0.014400
37	0.014800
38	0.015200
39	0.015600
40	0.016000
41	0.016400
42	0.016800
43	0.017200
44	0.017600
45	0.018000
46	0.018400
47	0.018800
48	0.019200
49	0.019600
50	0.020000
51	0.020400
52	0.020800
53	0.021200
54	0.021600
55	0.022000
56	0.022400
57	0.022800
58	0.023200
59	0.023600
60	0.024000
61	0.024400
62	0.024800
63	0.025200
64	0.025600
65	0.026000
66	0.026400
67	0.026800
68	0.027200
69	0.027600
70	0.028000
71	0.028400
72	0.028800
73	0.029200
74	0.029600
75	0.030000
76	0.030400
77	0.030800
78	0.031200
79	0.031600
80	0.032000
81	0.032400
82	0.032800
83	0.033200
84	0.033600
85	0.034000
86	0.034400
87	0.034800
88	0.035200
89	0.035600
90	0.036000
91	0.036400
92	0.036800
93	0.037200
94	0.037600
95	0.038000
96	0.038400
97	0.038800
98	0.039200
99	0.039600
100	0.040000
101	0.040400
102	0.040800
103	0.041200
104	0.041600
105	0.042000
106	0.042400
107	0.042800
108	0.043200
109	0.043600
110	0.044000
111	0.044400
112	0.044800
113	0.045200
114	0.045600
115	0.046000
116	0.046400
117	0.046800
118	0.047200
119	0.047600
120	0.048000
121	0.048400
122	0.048800
123	0.049200
124	0.049600
125	0.050000
126	0.050400
127	0.050800
128	0.051200
129	0.051600
130	0.052000
131	0.052400
132	0.052800
133	0.053200
134	0.053600
135	0.054000
136	0.054400
137	0.054800
138	0.055200
139	0.055600
140	0.056000
141	0.056400
142	0.056800
143	0.057200
144	0.057600
145	0.058000
146	0.058400
147	0.058800
148	0.059200
149	0.059600
150	0.060000
151	0.060400
152	0.060800
153	0.061200
154	0.061600
155	0.062000
156	0.062400
157	0.062800
158	0.063200
159	0.063600
160	0.064000
161	0.064400
162	0.064800
163	0.065200
164	0.065600
165	0.066000
166	0.066400
167	0.066800
168	0.067200
169	0.067600
170	0.068000
171	0.068400
172	0.068800
173	0.069200
174	0.069600
175	0.070000
176	0.070400
177	0.070800
178	0.071200
179	0.071600
180	0.072000
181	0.072400
182	0.072800
183	0.073200
184	0.073600
185	0.074000
186	0.074400
187	0.074800
188	0.075200
189	0.075600
190	0.076000
191	0.076400
192	0.076800
193	0.077200
194	0.077600
195	0.078000
196	0.078400
197	0.078800
198	0.079200
199	0.079600
200	0.080000
201	0.080400
202	0.080800
203	0.081200
204	0.081600
205	0.082000
206	0.082400
207	0.082800
208	0.083200
209	0.083600
210	0.084000
211	0.084400
212	0.084800
213	0.085200
214	0.085600
215	0.086000
216	0.086400
217	0.086800
218	0.087200
219	0.087600
220	0.088000
221	0.088400
222	0.088800
223	0.089200
224	0.089600
225	0.090000
226	0.090400
227	0.090800
228	0.091200
229	0.091600
230	0.092000
231	0.092400
232	0.092800
233	0.093200
234	0.093600
235	0.094000
236	0.094400
237	0.094800
